network_i,topology,aval_i,seed_node,e_w_mult,e_w,i_w,theta,slope,p_ext,N,dt,max_steps,n_edges,n_edges_E,n_edges_I,size,duration_steps,duration_time,peak_active,active_steps,censored
0,hiermod,4,1299,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,905,203,2.0300000000000002,15,190,False
0,hiermod,5,1050,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,563,170,1.7,10,152,False
0,hiermod,6,647,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,825,203,2.0300000000000002,15,192,False
0,hiermod,7,1020,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1121,288,2.88,13,277,False
0,hiermod,8,23,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,914,253,2.5300000000000002,17,236,False
0,hiermod,9,515,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,532,120,1.2,18,113,False
0,hiermod,10,652,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,191,77,0.77,10,69,False
0,hiermod,11,1267,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,256,85,0.85,10,74,False
0,hiermod,12,1555,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,536,140,1.4000000000000001,11,131,False
0,hiermod,13,386,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,130,35,0.35000000000000003,11,32,False
0,hiermod,14,1633,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,301,99,0.99,18,86,False
0,hiermod,15,1628,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,440,134,1.34,12,124,False
0,hiermod,16,1084,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1101,253,2.5300000000000002,16,238,False
0,hiermod,17,245,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,835,181,1.81,19,174,False
0,hiermod,18,1681,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,730,189,1.8900000000000001,13,173,False
0,hiermod,19,1927,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1310,340,3.4,15,318,False
0,hiermod,20,414,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,652,193,1.93,10,180,False
0,hiermod,21,1613,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,234,65,0.65,9,57,False
0,hiermod,22,652,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,755,189,1.8900000000000001,17,178,False
0,hiermod,23,791,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1640,377,3.77,18,354,False
0,hiermod,24,1740,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,377,107,1.07,10,100,False
0,hiermod,25,332,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1901,494,4.94,16,454,False
0,hiermod,26,584,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,100,25,0.25,11,21,False
0,hiermod,27,118,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,28,17,0.17,4,14,False
0,hiermod,28,1987,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,46,17,0.17,10,12,False
0,hiermod,29,253,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1,3,0.03,1,1,False
0,hiermod,30,1088,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,56,14,0.14,9,11,False
0,hiermod,31,1712,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,118,34,0.34,9,30,False
0,hiermod,32,1966,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,343,83,0.8300000000000001,11,80,False
0,hiermod,33,632,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,47,21,0.21,8,18,False
