slope,p_ext,network_density,mean_pop_count,mean_cell_activity,active_frac,silent_frac,n_avalanches,pop_var,pop_cv,branching_ratio_regression,branching_ratio_mean,lag1_autocorr,autocorr_time_s,av_size_mean,av_size_max,av_size_q90,av_size_q99,av_size_q99_q50,av_size_cv,av_dur_mean_bins,av_dur_max_bins,av_dur_q90_bins,av_dur_q99_bins,av_dur_q99_q50,av_dur_cv,rough_size_slope,rough_size_r2,rough_duration_slope,rough_duration_r2,regime,branching_closeness,candidate_score
3.0,7.910852728077119e-05,7.95e-05,1.4545833333333331,0.0007272916666666666,0.7729166666666667,0.22708333333333333,136.0,1.4169994791666667,0.8180846285496317,0.6472869468319336,0.9797144973508126,0.12315618293920692,0.00026904292948192366,8.561401177664372,43.333333333333336,19.066666666666666,36.22666666666665,6.382222222221087,0.9683308526665438,4.549189712596213,22.333333333333332,10.0,18.749999999999982,6.24999999999791,0.9085163766000832,-1.8321584266064452,0.8320944002595198,-2.1133189247827286,0.8514540184154833,separated-events,-0.35271305316806645,-5.737032126723498
3.0,3.300491659883871e-05,7.95e-05,1.3520833333333335,0.0006760416666666667,0.7533333333333333,0.24666666666666667,140.0,1.3187869791666667,0.84911571406316,0.6316590414124406,0.9654539735601392,0.12370517599729118,0.00028616073479004656,7.729770531400966,38.333333333333336,17.66666666666667,32.21,6.723818181816751,0.9602763282810294,4.307367149758455,20.333333333333332,9.433333333333332,18.44999999999999,6.149999999997946,0.9073363886373267,-1.6158042237959478,0.7919763947531631,-2.3280936277088027,0.8957031738536981,separated-events,-0.36834095858755944,-5.960181235231191
3.0,1.3770001251951984e-05,7.95e-05,1.3125,0.00065625,0.74125,0.25875,143.33333333333334,1.28360625,0.8625913150772332,0.6280045443693277,0.9509802726051385,0.13024373796295016,0.0003002346606978355,7.329688038138742,35.666666666666664,16.466666666666672,31.333333333333332,6.749999999998529,0.9476307261672545,4.141042652310258,20.0,9.033333333333337,17.023333333333323,5.674444444442549,0.88592218500441,-1.8103760870271282,0.8030567231956932,-2.6092408882967852,0.9166522938661533,separated-events,-0.37199545563067227,-6.151275783391246
3.0,5.744990565600497e-06,7.95e-05,1.2891666666666666,0.0006445833333333334,0.7345833333333335,0.26541666666666663,146.66666666666666,1.2560239583333335,0.8684144979917351,0.6241952904169564,0.9367700524881885,0.12794594555349528,0.0003106306656893818,7.034440046349158,35.333333333333336,15.666666666666666,30.416666666666668,6.566666666665232,0.9493095573956486,4.009876367004136,19.0,9.0,16.043333333333333,5.3477777777759945,0.8798612930987512,-1.9927210947245575,0.8438471092611509,-2.492690076391799,0.9097502468967095,separated-events,-0.3758047095830436,-6.3157486893359405
3.0,1e-06,7.95e-05,1.2775,0.00063875,0.7312500000000001,0.26875,148.0,1.2377739583333334,0.8700094476203751,0.6222663757674457,0.9318957062208929,0.125086652102818,0.0002908687065991596,6.907772904483431,35.0,15.666666666666666,29.890000000000004,6.4443333333319295,0.9408003955955669,3.9559526631895054,18.333333333333332,8.966666666666669,15.680000000000007,5.226666666664927,0.8647782614970251,-2.0604393951303024,0.8496644441785485,-2.3660490801770866,0.9223536187647078,separated-events,-0.3777336242325543,-6.389791960916083
3.0,2.3968709947764157e-06,7.95e-05,1.2795833333333333,0.0006397916666666667,0.7316666666666668,0.2683333333333333,148.33333333333334,1.2411661458333334,0.8697983420632459,0.6222910106774936,0.9311653896951997,0.1250019402529948,0.00029811847821398094,6.904360242595537,35.333333333333336,15.666666666666666,29.883333333333326,6.44266666666526,0.9427683735287061,3.949975711005123,18.333333333333332,8.933333333333337,15.669999999999987,5.223333333331588,0.8659009525568434,-2.040146821344369,0.8630689439366556,-2.3660490801770866,0.9223536187647078,separated-events,-0.3777089893225064,-6.390840648937464
2.5,0.0010893245196962969,0.00022266666666666667,5.2995833333333335,0.0026497916666666666,0.995,0.005,5.0,6.351493229166667,0.4760088541357222,0.8826583667996545,1.2100868765037758,0.365515653991602,0.003445472465585932,756.0333333333333,1436.5,1279.0,1420.75,1.997436251063702,0.6429423622417654,145.85,276.5,245.6,273.41,1.9693428689883774,0.6267228448707223,,,,,continuous,-0.11734163320034552,-7.021112161208441
2.5,0.00045447774288657946,0.00022266666666666667,3.2975,0.00164875,0.9583333333333334,0.041666666666666664,28.666666666666668,3.9123645833333334,0.6002523050210086,0.829187786888442,1.240602349963088,0.3579219335284036,0.003774735151759152,101.40945311997945,567.0,215.5,504.5833333333333,7.649812698412576,1.184128627575259,29.22635113424587,149.66666666666666,64.7,134.45666666666665,7.239448135843069,1.1164369995025176,-1.2302057882273634,0.6037492490593065,-1.1281166577134571,0.4837039481673543,continuous,-0.17081221311155803,-7.991876075796078
3.0,0.0010893245196962969,7.95e-05,3.7829166666666665,0.0018914583333333333,0.9791666666666666,0.020833333333333332,17.666666666666668,3.815409895833333,0.5164065569118381,0.8160256252361081,1.2870817760959337,0.12555778885643254,0.00036891377021148287,181.0834153059217,651.0,333.20000000000005,608.1799999999998,3.9711505160723237,0.8575199111481745,46.85303954357662,168.33333333333334,85.46666666666668,157.2533333333333,4.292704589601546,0.8614480712067446,,,,,continuous,-0.1839743747638919,-8.414245622286007
1.5,1e-06,0.008550666666666666,492.4479166666667,0.24622395833333333,0.9995833333333334,0.0004166666666666667,1.0,65013.35143177083,0.5029192776084157,0.7935799531119838,1.3790619247077212,-0.0034849041842267025,0.0,,,,,,,,,,,,,,,,,continuous,-0.20642004688801618,
1.5,2.3968709947764157e-06,0.008550666666666666,492.4483333333333,0.2462241666666667,0.9995833333333334,0.0004166666666666667,1.0,65013.096046875005,0.502917871137065,0.7935808403416429,1.3790594425668923,-0.003485014992097258,0.0,,,,,,,,,,,,,,,,,continuous,-0.2064191596583571,
1.5,5.744990565600497e-06,0.008550666666666666,492.45208333333335,0.24622604166666665,0.9995833333333334,0.0004166666666666667,1.0,65013.57920260417,0.5029153178983109,0.7935826441196799,1.3790544199452395,-0.0034843806155038562,0.0,,,,,,,,,,,,,,,,,continuous,-0.20641735588032006,
1.5,1.3770001251951984e-05,0.008550666666666666,492.77,0.246385,0.9995833333333334,0.0004166666666666667,1.0,66119.386603125,0.50621431354667,0.7916753229608532,1.390024080690112,-0.002319375484898823,0.0,,,,,,,,,,,,,,,,,continuous,-0.2083246770391468,
1.5,3.300491659883871e-05,0.008550666666666666,492.96166666666664,0.24648083333333334,0.9995833333333334,0.0004166666666666667,1.0,66785.75931145833,0.5081646469414404,0.7918665696967827,1.3976001569690508,0.0031964215193395185,0.0,,,,,,,,,,,,,,,,,continuous,-0.2081334303032173,
1.5,7.910852728077119e-05,0.008550666666666666,492.96208333333334,0.24648104166666665,0.9995833333333334,0.0004166666666666667,1.0,66786.03974947917,0.5081651869650292,0.7918661948233808,1.3976013310541944,0.0031963308404359286,0.0,,,,,,,,,,,,,,,,,continuous,-0.20813380517661917,
1.5,0.00018961293447875924,0.008550666666666666,493.4925,0.24674625000000003,1.0,0.0,1.0,66474.59688437499,0.5045762095987905,0.7906114239768453,1.4669509852892928,-0.023024523312941973,0.0,,,,,,,,,,,,,,,,,continuous,-0.20938857602315475,
1.5,0.00045447774288657946,0.008550666666666666,495.04125,0.24752062500000002,1.0,0.0,1.0,55597.187855729164,0.45106966494119044,0.8204629404587545,1.40472701333489,-0.04310352063331646,0.0,,,,,,,,,,,,,,,,,continuous,-0.17953705954124555,
1.5,0.0010893245196962969,0.008550666666666666,496.05833333333334,0.24802916666666666,1.0,0.0,1.0,90466.51101770833,0.6045941964413517,0.7272576802102261,1.6704240070189595,-0.022106755040263822,0.0,,,,,,,,,,,,,,,,,continuous,-0.2727423197897739,
1.5,0.002610970345158807,0.008550666666666666,496.3841666666667,0.2481920833333333,1.0,0.0,1.0,116628.13921145833,0.6869262101154927,0.6768721947154287,1.8891610509443026,-0.013346886228923417,0.0,,,,,,,,,,,,,,,,,continuous,-0.3231278052845713,
1.5,0.006258159088532518,0.008550666666666666,497.15166666666664,0.24857583333333333,1.0,0.0,1.0,115029.02435416666,0.6681664979299203,0.6797375029651119,1.8606222605063933,-0.042556125381678196,0.0,,,,,,,,,,,,,,,,,continuous,-0.32026249703488807,
1.5,0.014999999999999996,0.008550666666666666,497.63708333333335,0.2488185416666667,1.0,0.0,1.0,141920.54715677083,0.7562291755585511,0.6139243469476315,2.0120427077710663,-0.06268139911844878,0.0,,,,,,,,,,,,,,,,,continuous,-0.38607565305236846,
