mean_pop_count,mean_cell_activity,active_frac,silent_frac,pop_var,pop_std,pop_cv,branching_ratio_mean,branching_ratio_regression,lag1_autocorr,autocorr_time_s,n_avalanches,av_size_mean,av_size_max,av_size_q50,av_size_q90,av_size_q99,av_size_cv,av_size_q99_q50,av_dur_mean_bins,av_dur_max_bins,av_dur_q50_bins,av_dur_q90_bins,av_dur_q99_bins,av_dur_cv,av_dur_q99_q50,rough_size_slope,rough_size_r2,rough_duration_slope,rough_duration_r2,slope,p_ext,seed,T,network_density,e_w,i_w,theta
62.455,0.0312275,0.9975,0.0025,290.920475,17.056391030930314,0.27309888769402035,1.0109419306098981,0.9974083897113072,0.9538349220764384,0.6696858065367169,2,,,,,,,,,,,,,,,,,,,2.1,1e-06,0,8.0,0.00068475,21.4115,21.675,7.5
77.95625,0.038978125,1.0,0.0,149.6993359375,12.235167997927123,0.15694916056027539,1.012497946838127,0.9922142084117086,0.6525141235372829,0.06079774765897389,1,,,,,,,,,,,,,,,,,,,2.1,1e-06,1,8.0,0.00069225,21.4115,21.675,7.5
40.2725,0.02013625,1.0,0.0,176.68324375,13.292224936029333,0.33005710934332366,1.0245770464105337,0.9836090318658395,0.8281394014860207,0.16112403660830146,1,,,,,,,,,,,,,,,,,,,2.1,1e-06,2,8.0,0.00067525,21.4115,21.675,7.5
77.96375,0.038981875,1.0,0.0,149.76743593749998,12.237950642877262,0.15696975380067155,1.012502667656849,0.9922087265877657,0.652374772402444,0.060770168569721256,1,,,,,,,,,,,,,,,,,,,2.1,2.3968709947764157e-06,1,8.0,0.00069225,21.4115,21.675,7.5
62.45625,0.031228125,0.9975,0.0025,290.8605859375,17.05463532115243,0.2730653108560337,1.0109493864129626,0.9974063593310455,0.9537949912513343,0.6696383084194765,2,,,,,,,,,,,,,,,,,,,2.1,2.3968709947764157e-06,0,8.0,0.00068475,21.4115,21.675,7.5
40.27375,0.020136875,1.0,0.0,176.6938109375,13.292622425146213,0.33005673484952064,1.0245783106170545,0.9836086554312066,0.8281354467766953,0.1612054297543991,1,,,,,,,,,,,,,,,,,,,2.1,2.3968709947764157e-06,2,8.0,0.00067525,21.4115,21.675,7.5
62.495,0.0312475,0.9975,0.0025,290.519975,17.04464652024207,0.27273616321692606,1.0108983996729366,0.997404372929247,0.9536705740230734,0.6656517561104833,2,,,,,,,,,,,,,,,,,,,2.1,5.744990565600497e-06,0,8.0,0.00068475,21.4115,21.675,7.5
77.975,0.0389875,1.0,0.0,149.756875,12.237519152181132,0.1569415729680151,1.0124863163736975,0.9922247643694572,0.6529366028351082,0.0607816317169744,1,,,,,,,,,,,,,,,,,,,2.1,5.744990565600497e-06,1,8.0,0.00069225,21.4115,21.675,7.5
40.30375,0.020151875,1.0,0.0,176.5389859375,13.286797429685604,0.3296665305259504,1.024513811452513,0.9836424641547182,0.828117642302482,0.15977060986997674,1,,,,,,,,,,,,,,,,,,,2.1,5.744990565600497e-06,2,8.0,0.00067525,21.4115,21.675,7.5
40.43,0.020215,1.0,0.0,171.6201,13.10038549051134,0.3240263539577298,1.0237959895505546,0.9837318241039412,0.8235982695482742,0.15585160144806645,1,,,,,,,,,,,,,,,,,,,2.1,1.3770001251951984e-05,2,8.0,0.00067525,21.4115,21.675,7.5
63.795,0.0318975,0.9975,0.0025,224.215475,14.973826331302229,0.23471786709463113,1.0108779478708714,0.9969463615301594,0.9290831170557072,0.5939726125079674,2,,,,,,,,,,,,,,,,,,,2.1,3.300491659883871e-05,0,8.0,0.00068475,21.4115,21.675,7.5
78.095,0.0390475,1.0,0.0,147.003475,12.124498958719903,0.1552532039019111,1.012539514120461,0.9922172270511547,0.6450534347554088,0.059549869937719886,1,,,,,,,,,,,,,,,,,,,2.1,1.3770001251951984e-05,1,8.0,0.00069225,21.4115,21.675,7.5
63.45875,0.031729375,0.9975,0.0025,228.42329843750002,15.113679182697377,0.23816540954079835,1.010654418593815,0.9969788670677983,0.9322467668320527,0.6052827070288419,2,,,,,,,,,,,,,,,,,,,2.1,1.3770001251951984e-05,0,8.0,0.00068475,21.4115,21.675,7.5
78.15875,0.039079375,1.0,0.0,147.3010484375,12.136764331464132,0.15528350097031973,1.0125306704349661,0.992225200053829,0.6455620430335641,0.05971865702446426,1,,,,,,,,,,,,,,,,,,,2.1,3.300491659883871e-05,1,8.0,0.00069225,21.4115,21.675,7.5
64.11375,0.032056875,0.9975,0.0025,223.1708109375,14.938902601513272,0.23300622099803928,1.010200809397677,0.996865803966189,0.9266100401336327,0.5874435631871036,2,,,,,,,,,,,,,,,,,,,2.1,7.910852728077119e-05,0,8.0,0.00068475,21.4115,21.675,7.5
40.70875,0.020354375,1.0,0.0,169.5364234375,13.020615324841602,0.31984807504139234,1.0233373967673254,0.9839451458006535,0.8207646857322246,0.15146742410612296,1,,,,,,,,,,,,,,,,,,,2.1,3.300491659883871e-05,2,8.0,0.00067525,21.4115,21.675,7.5
79.58,0.03979,1.0,0.0,153.3586,12.383803939016476,0.15561452549656096,1.0122524843553051,0.9924290343706682,0.6572882792418996,0.06403319657374996,1,,,,,,,,,,,,,,,,,,,2.1,7.910852728077119e-05,1,8.0,0.00069225,21.4115,21.675,7.5
41.44125,0.020720625,1.0,0.0,168.69654843749998,12.988323542224377,0.3134153420136715,1.0233676720278186,0.9841553805216953,0.8153349853303297,0.15690781109251625,1,,,,,,,,,,,,,,,,,,,2.1,7.910852728077119e-05,2,8.0,0.00067525,21.4115,21.675,7.5
65.87375,0.032936875,0.99875,0.00125,197.85031093750004,14.065927304571854,0.21352856493780362,1.0117137967706975,0.9936115470927768,0.8394570099472065,0.42576641555427097,2,,,,,,,,,,,,,,,,,,,2.1,0.00018961293447875924,0,8.0,0.00068475,21.4115,21.675,7.5
