module_id,module_size,local_mean_rate_hz,local_pop_count_mean,local_pop_count_std,local_avalanche_tau,local_avalanche_xmin,local_avalanche_n_tail,local_n_avalanches,local_avalanche_size_mean,local_avalanche_size_max,local_avalanche_threshold,local_branching_proxy,local_timescale,N0,N1,n_add,add_neuron_frac,e0,i0,e1,i1,n_add_e,n_add_i,baseline_edge_density,p_new,n_edges_old,n_edges_new_total,n_edges_added,mean_out_degree_old,mean_out_degree_new,repeat,seed,condition,analysis_level
7,64,6.418749999999999,4.108,2.0199841583537235,1.9445738371485302,62.2,9,12,171.16666666666666,628.0,0.0,0.8041483463964825,0.04311517808453408,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
8,64,6.046875,3.87,1.7079519899575633,3.4215687681937816,5.0,117,117,8.324786324786325,25.0,4.0,0.8413391557496361,0.12616820866584078,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
9,64,6.321875,4.046,2.1175183588342272,2.1499710749623566,91.6,8,10,202.3,371.0,0.0,0.8061048185832214,-0.010984904999941814,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
10,64,4.9781249999999995,3.186,1.6647534351969364,1.8113328894871197,25.0,13,16,99.5625,426.0,0.0,0.7910725356478612,0.15562915145136058,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
11,64,5.4937499999999995,3.516,1.8978261248070118,1.7878701920699198,30.0,13,16,109.875,362.0,0.0,0.7646614648879939,-0.07220245828519777,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
12,64,6.1,3.904,1.7784217722463926,,,8,8,244.0,895.0,0.0,0.8292178831719786,0.027438118336445355,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
13,64,5.55625,3.556,1.8085530127701537,2.0410800910630496,52.0,9,11,161.63636363636363,639.0,0.0,0.7983108533972015,0.08673607743877544,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
14,64,5.9125,3.784,1.8014838328444693,,,6,6,315.3333333333333,588.0,0.0,0.8257152627379459,0.08207756492300841,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
15,64,6.0562499999999995,3.876,1.8364705279421174,2.9209656728020557,5.0,109,109,9.477064220183486,25.0,4.0,0.8274023288714768,0.07862601029931775,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
16,64,6.4593750000000005,4.134,1.9318498906488568,2.4925204500920004,5.600000000000001,87,109,10.688073394495413,31.0,4.0,0.8487556452387816,0.013245744951549787,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
17,64,5.865625,3.754,1.8268782115948508,1.6062936289537617,19.8,11,14,134.07142857142858,627.0,0.0,0.8010327022375215,0.06250347828901213,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
18,64,6.4593750000000005,4.134,2.003008736875603,2.2309206836795408,86.60000000000001,9,12,172.25,464.0,0.0,0.8156620787850024,0.16695108848932402,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
19,64,5.46875,3.5,1.6364595931461308,,,8,8,218.75,600.0,0.0,0.8197050938337802,0.10990222897830705,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
20,64,5.175,3.312,1.7671038452790486,1.717277384927721,17.8,18,23,72.0,295.0,0.0,0.8212505341119498,0.1305394563887025,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
21,64,6.234375,3.99,1.9924607900784397,1.6427195330665247,36.0,9,11,181.36363636363637,388.0,0.0,0.7942834138486312,0.14334604602309195,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
22,64,4.40625,2.82,1.656381598545456,1.6564688376565893,10.200000000000001,23,29,48.62068965517241,184.0,0.0,0.7394800822891341,0.04349030005151927,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
23,64,5.203125,3.33,1.845291304916381,2.3683187394392524,31.0,18,22,75.68181818181819,313.0,0.0,0.8109528419305767,0.0779359785047809,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
24,64,5.990625,3.834,1.9530601629238153,1.8666136226977006,37.0,12,14,136.92857142857142,351.0,0.0,0.8043501785521048,0.012224726206698941,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
25,64,5.778125,3.698,1.7061055067023256,,,7,7,264.14285714285717,476.0,0.0,0.8172043010752689,0.13469914004832365,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
26,64,6.384375,4.086,2.007636421267556,,,9,9,227.0,566.0,0.0,0.8192003090593007,0.18490394689784362,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
27,64,5.059375,3.238,1.7508158098440854,1.7594518979143547,24.0,11,14,115.64285714285714,617.0,0.0,0.7644621985500814,0.0633838155278812,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
28,64,7.15625,4.58,1.6981166037701887,2.524158107888347,6.0,102,125,11.72,59.0,4.0,0.8796374013765318,0.033107470034795305,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
29,64,4.1968749999999995,2.686,1.5528696017373773,1.7937222267994468,13.600000000000001,21,27,49.74074074074074,181.0,0.0,0.8151540383014155,-0.10953765109788169,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
30,64,6.190625,3.962,1.8848225380655865,,,6,6,330.1666666666667,721.0,0.0,0.8072916666666666,0.11871079479986928,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
